Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;786;-;-;786;-;-
Wählende;299;38,0 %;-;299;38,0 %;-
Ungültige Stimmen;11;3,7 %;-;6;2,0 %;-
Gültige Stimmen;288;96,3 %;-;293;98,0 %;-
SPD;88;30,6 %;-;78;26,6 %;-
AfD;133;46,2 %;-;122;41,6 %;-
CDU;32;11,1 %;-;23;7,8 %;-
GRÜNE/B 90;6;2,1 %;-;4;1,4 %;-
DIE LINKE;9;3,1 %;-;8;2,7 %;-
BVB / FREIE WÄHLER;15;5,2 %;-;3;1,0 %;-
FDP;4;1,4 %;-;3;1,0 %;-
Tierschutzpartei;-;-;-;10;3,4 %;-
Plus;-;-;-;3;1,0 %;-
BSW;-;-;-;37;12,6 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;1;0,3 %;-;0;0,0 %;-
DLW;-;-;-;2;0,7 %;-
WU;-;-;-;0;0,0 %;-
