Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.096;-;-;1.096;-;-
Wählende;503;45,9 %;-;503;45,9 %;-
Ungültige Stimmen;4;0,8 %;-;0;0,0 %;-
Gültige Stimmen;499;99,2 %;-;503;100,0 %;-
SPD;202;40,5 %;-;158;31,4 %;-
AfD;146;29,3 %;-;139;27,6 %;-
CDU;66;13,2 %;-;57;11,3 %;-
GRÜNE/B 90;24;4,8 %;-;45;8,9 %;-
DIE LINKE;26;5,2 %;-;25;5,0 %;-
BVB / FREIE WÄHLER;13;2,6 %;-;6;1,2 %;-
FDP;13;2,6 %;-;10;2,0 %;-
Tierschutzpartei;-;-;-;6;1,2 %;-
Plus;9;1,8 %;-;8;1,6 %;-
BSW;-;-;-;45;8,9 %;-
III. Weg;-;-;-;1;0,2 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;3;0,6 %;-
WU;-;-;-;0;0,0 %;-
EB Müller;0;0,0 %;-;-;-;-
