Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;219;-;-;219;-;-
Wählende;141;64,4 %;-;141;64,4 %;-
Ungültige Stimmen;1;0,7 %;-;1;0,7 %;-
Gültige Stimmen;140;99,3 %;-;140;99,3 %;-
SPD;55;39,3 %;-;49;35,0 %;-
AfD;59;42,1 %;-;52;37,1 %;-
CDU;10;7,1 %;-;9;6,4 %;-
GRÜNE/B 90;0;0,0 %;-;1;0,7 %;-
DIE LINKE;5;3,6 %;-;2;1,4 %;-
BVB / FREIE WÄHLER;11;7,9 %;-;3;2,1 %;-
FDP;0;0,0 %;-;1;0,7 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;-;-;-;3;2,1 %;-
BSW;-;-;-;19;13,6 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;0;0,0 %;-;0;0,0 %;-
DLW;-;-;-;1;0,7 %;-
WU;-;-;-;0;0,0 %;-
