Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;792;-;-;792;-;-
Wählende;439;55,4 %;-;439;55,4 %;-
Ungültige Stimmen;5;1,1 %;-;2;0,5 %;-
Gültige Stimmen;434;98,9 %;-;437;99,5 %;-
SPD;141;32,5 %;-;140;32,0 %;-
AfD;130;30,0 %;-;122;27,9 %;-
CDU;68;15,7 %;-;45;10,3 %;-
GRÜNE/B 90;24;5,5 %;-;19;4,3 %;-
DIE LINKE;22;5,1 %;-;9;2,1 %;-
BVB / FREIE WÄHLER;43;9,9 %;-;16;3,7 %;-
FDP;6;1,4 %;-;3;0,7 %;-
Tierschutzpartei;-;-;-;7;1,6 %;-
Plus;-;-;-;5;1,1 %;-
BSW;-;-;-;69;15,8 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,5 %;-
WU;-;-;-;0;0,0 %;-
