Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;767;-;-;767;-;-
Wählende;389;50,7 %;+26;389;50,7 %;+26
Ungültige Stimmen;3;0,8 %;-03;5;1,3 %;+02
Gültige Stimmen;386;99,2 %;+03;384;98,7 %;-02
SPD;141;36,5 %;+100;112;29,2 %;+21
AfD;141;36,5 %;+140;131;34,1 %;+116
CDU;40;10,4 %;-55;37;9,6 %;-51
GRÜNE/B 90;5;1,3 %;-57;7;1,8 %;-108
DIE LINKE;29;7,5 %;-113;15;3,9 %;-79
BVB / FREIE WÄHLER;22;5,7 %;-02;6;1,6 %;-22
FDP;1;0,3 %;-32;1;0,3 %;-35
Tierschutzpartei;-;-;-;8;2,1 %;-01
Plus;-;-;-;0;0,0 %;-16
BSW;-;-;-;59;15,4 %;+154
III. Weg;-;-;-;1;0,3 %;+03
DKP;-;-;-;0;0,0 %;00
DLW;7;1,8 %;+18;5;1,3 %;+13
WU;-;-;-;2;0,5 %;+05
