Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;819;-;-;819;-;-
Ungültige Stimmen;8;1,0 %;-;3;0,4 %;-
Gültige Stimmen;811;99,0 %;-;816;99,6 %;-
SPD;268;33,0 %;-;277;33,9 %;-
AfD;100;12,3 %;-;80;9,8 %;-
CDU;178;21,9 %;-;126;15,4 %;-
GRÜNE/B 90;105;12,9 %;-;96;11,8 %;-
DIE LINKE;47;5,8 %;-;25;3,1 %;-
BVB / FREIE WÄHLER;91;11,2 %;-;27;3,3 %;-
FDP;22;2,7 %;-;17;2,1 %;-
Tierschutzpartei;-;-;-;15;1,8 %;-
Plus;-;-;-;10;1,2 %;-
BSW;-;-;-;140;17,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,1 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;2;0,2 %;-
