Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.057;-;-;1.057;-;-
Wählende;504;47,7 %;-;504;47,7 %;-
Ungültige Stimmen;7;1,4 %;-;4;0,8 %;-
Gültige Stimmen;497;98,6 %;-;500;99,2 %;-
SPD;200;40,2 %;-;174;34,8 %;-
AfD;147;29,6 %;-;144;28,8 %;-
CDU;71;14,3 %;-;54;10,8 %;-
GRÜNE/B 90;21;4,2 %;-;33;6,6 %;-
DIE LINKE;16;3,2 %;-;11;2,2 %;-
BVB / FREIE WÄHLER;18;3,6 %;-;11;2,2 %;-
FDP;9;1,8 %;-;7;1,4 %;-
Tierschutzpartei;-;-;-;12;2,4 %;-
Plus;12;2,4 %;-;14;2,8 %;-
BSW;-;-;-;40;8,0 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
EB Müller;3;0,6 %;-;-;-;-
