Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;112;-;-;112;-;-
Wählende;67;59,8 %;-28;67;59,8 %;-28
Ungültige Stimmen;3;4,5 %;+30;1;1,5 %;-04
Gültige Stimmen;64;95,5 %;-30;66;98,5 %;+04
SPD;37;57,8 %;+216;32;48,5 %;+196
AfD;14;21,9 %;-11;16;24,2 %;-01
CDU;10;15,6 %;-20;6;9,1 %;-89
GRÜNE/B 90;0;0,0 %;-49;1;1,5 %;-45
DIE LINKE;2;3,1 %;-11;1;1,5 %;-43
BVB / FREIE WÄHLER;1;1,6 %;-72;1;1,5 %;-47
FDP;0;0,0 %;-53;0;0,0 %;-66
Tierschutzpartei;-;-;-;2;3,0 %;+11
Plus;-;-;-;1;1,5 %;-06
BSW;-;-;-;6;9,1 %;+91
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;0;0,0 %;00
WU;-;-;-;0;0,0 %;00
