Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;697;-;-;697;-;-
Ungültige Stimmen;6;0,9 %;-;4;0,6 %;-
Gültige Stimmen;691;99,1 %;-;693;99,4 %;-
SPD;204;29,5 %;-;173;25,0 %;-
AfD;184;26,6 %;-;150;21,6 %;-
CDU;138;20,0 %;-;131;18,9 %;-
GRÜNE/B 90;20;2,9 %;-;20;2,9 %;-
DIE LINKE;73;10,6 %;-;27;3,9 %;-
BVB / FREIE WÄHLER;62;9,0 %;-;6;0,9 %;-
FDP;10;1,4 %;-;4;0,6 %;-
Tierschutzpartei;-;-;-;15;2,2 %;-
Plus;-;-;-;12;1,7 %;-
BSW;-;-;-;151;21,8 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,1 %;-
DLW;-;-;-;3;0,4 %;-
WU;-;-;-;0;0,0 %;-
