Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;371;-;-;371;-;-
Wählende;266;71,7 %;-;266;71,7 %;-
Ungültige Stimmen;2;0,8 %;-;3;1,1 %;-
Gültige Stimmen;264;99,2 %;-;263;98,9 %;-
SPD;76;28,8 %;-;75;28,5 %;-
AfD;113;42,8 %;-;104;39,5 %;-
CDU;43;16,3 %;-;24;9,1 %;-
GRÜNE/B 90;6;2,3 %;-;8;3,0 %;-
DIE LINKE;7;2,7 %;-;8;3,0 %;-
BVB / FREIE WÄHLER;16;6,1 %;-;9;3,4 %;-
FDP;3;1,1 %;-;2;0,8 %;-
Tierschutzpartei;-;-;-;3;1,1 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;30;11,4 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
