Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;200;-;-;200;-;-
Wählende;125;62,5 %;-;125;62,5 %;-
Ungültige Stimmen;7;5,6 %;-;1;0,8 %;-
Gültige Stimmen;118;94,4 %;-;124;99,2 %;-
SPD;41;34,7 %;-;34;27,4 %;-
AfD;-;-;-;58;46,8 %;-
CDU;16;13,6 %;-;13;10,5 %;-
GRÜNE/B 90;2;1,7 %;-;1;0,8 %;-
DIE LINKE;4;3,4 %;-;2;1,6 %;-
BVB / FREIE WÄHLER;12;10,2 %;-;1;0,8 %;-
FDP;6;5,1 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;4;3,2 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;9;7,3 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;1,6 %;-
WU;-;-;-;0;0,0 %;-
EB Raue;37;31,4 %;-;-;-;-
