Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;224;-;-;224;-;-
Wählende;124;55,4 %;-;124;55,4 %;-
Ungültige Stimmen;2;1,6 %;-;2;1,6 %;-
Gültige Stimmen;122;98,4 %;-;122;98,4 %;-
SPD;19;15,6 %;-;20;16,4 %;-
AfD;54;44,3 %;-;51;41,8 %;-
CDU;21;17,2 %;-;12;9,8 %;-
GRÜNE/B 90;0;0,0 %;-;1;0,8 %;-
DIE LINKE;5;4,1 %;-;0;0,0 %;-
BVB / FREIE WÄHLER;21;17,2 %;-;7;5,7 %;-
FDP;2;1,6 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;2;1,6 %;-
Plus;-;-;-;1;0,8 %;-
BSW;-;-;-;26;21,3 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;1,6 %;-
WU;-;-;-;0;0,0 %;-
