Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;729;-;-;729;-;-
Wählende;416;57,1 %;-;416;57,1 %;-
Ungültige Stimmen;2;0,5 %;-;1;0,2 %;-
Gültige Stimmen;414;99,5 %;-;415;99,8 %;-
SPD;107;25,8 %;-;93;22,4 %;-
AfD;210;50,7 %;-;210;50,6 %;-
CDU;67;16,2 %;-;40;9,6 %;-
GRÜNE/B 90;3;0,7 %;-;8;1,9 %;-
DIE LINKE;5;1,2 %;-;5;1,2 %;-
BVB / FREIE WÄHLER;15;3,6 %;-;10;2,4 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;7;1,7 %;-;4;1,0 %;-
Plus;-;-;-;1;0,2 %;-
BSW;-;-;-;40;9,6 %;-
III. Weg;-;-;-;2;0,5 %;-
DKP;-;-;-;1;0,2 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;0;0,0 %;-
