Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;911;-;-;911;-;-
Wählende;377;41,4 %;-;377;41,4 %;-
Ungültige Stimmen;4;1,1 %;-;3;0,8 %;-
Gültige Stimmen;373;98,9 %;-;374;99,2 %;-
SPD;124;33,2 %;-;100;26,7 %;-
AfD;193;51,7 %;-;161;43,0 %;-
CDU;22;5,9 %;-;18;4,8 %;-
GRÜNE/B 90;7;1,9 %;-;8;2,1 %;-
DIE LINKE;10;2,7 %;-;6;1,6 %;-
BVB / FREIE WÄHLER;14;3,8 %;-;8;2,1 %;-
FDP;1;0,3 %;-;3;0,8 %;-
Tierschutzpartei;-;-;-;2;0,5 %;-
Plus;-;-;-;3;0,8 %;-
BSW;-;-;-;65;17,4 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
Die PARTEI;2;0,5 %;-;-;-;-
