Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;6.281;-;-;6.281;-;-
Wählende;4.612;73,4 %;+99;4.612;73,4 %;+99
Ungültige Stimmen;74;1,6 %;-02;54.0;1,2 %;-03
Gültige Stimmen;4.538;98,4 %;+02;4.558;98,8 %;+03
SPD;1.468;32,3 %;+54;1.461;32,1 %;+20
AfD;1.796;39,6 %;+105;1.629;35,7 %;+63
CDU;563;12,4 %;-57;413.0;9,1 %;-65
GRÜNE/B 90;60;1,3 %;-61;69.0;1,5 %;-41
DIE LINKE;241;5,3 %;-57;94.0;2,1 %;-64
BVB / FREIE WÄHLER;159;3,5 %;-13;77.0;1,7 %;-23
FDP;43;0,9 %;-18;29.0;0,6 %;-32
Tierschutzpartei;108;2,4 %;+24;74.0;1,6 %;-02
Plus;-;-;-;15.0;0,3 %;-08
BSW;-;-;-;620.0;13,6 %;+136
III. Weg;-;-;-;10.0;0,2 %;+02
DKP;-;-;-;1.0;0,0 %;+00
DLW;100;2,2 %;+22;46.0;1,0 %;+10
WU;-;-;-;20.0;0,4 %;+04
