Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0.0;-;-
Wählende;1.019;-;-;1.019;-;-
Ungültige Stimmen;15;1,5 %;+04;7.0;0,7 %;-02
Gültige Stimmen;1.004;98,5 %;-04;1.012;99,3 %;+02
SPD;310;30,9 %;+56;227.0;22,4 %;+05
AfD;295;29,4 %;+115;251.0;24,8 %;+45
CDU;224;22,3 %;-11;191.0;18,9 %;-17
GRÜNE/B 90;34;3,4 %;-56;53.0;5,2 %;-51
DIE LINKE;76;7,6 %;-68;24.0;2,4 %;-115
BVB / FREIE WÄHLER;42;4,2 %;-34;14.0;1,4 %;-62
FDP;14;1,4 %;-11;5.0;0,5 %;-21
Tierschutzpartei;-;-;-;6.0;0,6 %;-10
Plus;-;-;-;10.0;1,0 %;-02
BSW;-;-;-;218.0;21,5 %;+215
III. Weg;9;0,9 %;+09;3.0;0,3 %;+03
DKP;-;-;-;1.0;0,1 %;+01
DLW;-;-;-;8.0;0,8 %;+08
WU;-;-;-;1.0;0,1 %;+01
