Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;164;-;-;164;-;-
Wählende;112;68,3 %;-;112;68,3 %;-
Ungültige Stimmen;3;2,7 %;-;1;0,9 %;-
Gültige Stimmen;109;97,3 %;-;111;99,1 %;-
SPD;24;22,0 %;-;23;20,7 %;-
AfD;39;35,8 %;-;37;33,3 %;-
CDU;32;29,4 %;-;27;24,3 %;-
GRÜNE/B 90;5;4,6 %;-;4;3,6 %;-
DIE LINKE;5;4,6 %;-;1;0,9 %;-
BVB / FREIE WÄHLER;2;1,8 %;-;1;0,9 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;2;1,8 %;-;1;0,9 %;-
BSW;-;-;-;17;15,3 %;-
III. Weg;0;0,0 %;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
EB Mießner;0;0,0 %;-;-;-;-
