Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;559;-;-;559;-;-
Wählende;368;65,8 %;-;368;65,8 %;-
Ungültige Stimmen;9;2,4 %;-;0;0,0 %;-
Gültige Stimmen;359;97,6 %;-;368;100,0 %;-
SPD;91;25,3 %;-;108;29,3 %;-
AfD;161;44,8 %;-;151;41,0 %;-
CDU;45;12,5 %;-;37;10,1 %;-
GRÜNE/B 90;0;0,0 %;-;6;1,6 %;-
DIE LINKE;18;5,0 %;-;3;0,8 %;-
BVB / FREIE WÄHLER;12;3,3 %;-;4;1,1 %;-
FDP;4;1,1 %;-;1;0,3 %;-
Tierschutzpartei;-;-;-;1;0,3 %;-
Plus;6;1,7 %;-;0;0,0 %;-
BSW;-;-;-;53;14,4 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,5 %;-
WU;-;-;-;2;0,5 %;-
EB Gliese;22;6,1 %;-;-;-;-
