Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;717;-;-;717;-;-
Ungültige Stimmen;9;1,3 %;-;8;1,1 %;-
Gültige Stimmen;708;98,7 %;-;709;98,9 %;-
SPD;206;29,1 %;-;225;31,7 %;-
AfD;192;27,1 %;-;163;23,0 %;-
CDU;171;24,2 %;-;114;16,1 %;-
GRÜNE/B 90;43;6,1 %;-;25;3,5 %;-
DIE LINKE;39;5,5 %;-;21;3,0 %;-
BVB / FREIE WÄHLER;51;7,2 %;-;24;3,4 %;-
FDP;6;0,8 %;-;3;0,4 %;-
Tierschutzpartei;-;-;-;17;2,4 %;-
Plus;-;-;-;5;0,7 %;-
BSW;-;-;-;106;15,0 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,1 %;-
WU;-;-;-;5;0,7 %;-
