Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;700;-;-;700;-;-
Ungültige Stimmen;8;1,1 %;-;1;0,1 %;-
Gültige Stimmen;692;98,9 %;-;699;99,9 %;-
SPD;281;40,6 %;-;265;37,9 %;-
AfD;128;18,5 %;-;116;16,6 %;-
CDU;156;22,5 %;-;133;19,0 %;-
GRÜNE/B 90;21;3,0 %;-;19;2,7 %;-
DIE LINKE;35;5,1 %;-;13;1,9 %;-
BVB / FREIE WÄHLER;45;6,5 %;-;13;1,9 %;-
FDP;9;1,3 %;-;9;1,3 %;-
Tierschutzpartei;-;-;-;22;3,1 %;-
Plus;17;2,5 %;-;7;1,0 %;-
BSW;-;-;-;94;13,4 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;6;0,9 %;-
WU;-;-;-;2;0,3 %;-
