Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;35.461;-;-;35.461;-;-
Wählende;24.744;69,8 %;+118;24.744;69,8 %;+118
Ungültige Stimmen;361;1,5 %;-01;244.0;1,0 %;-04
Gültige Stimmen;24.383;98,5 %;+01;24.5;99,0 %;+04
SPD;8.597;35,3 %;+50;7.411;30,2 %;+16
AfD;9.439;38,7 %;+96;8.829;36,0 %;+67
CDU;3.278;13,4 %;+03;2.425;9,9 %;-46
GRÜNE/B 90;197;0,8 %;-34;344.0;1,4 %;-33
DIE LINKE;1.090;4,5 %;-68;604.0;2,5 %;-81
BVB / FREIE WÄHLER;920;3,8 %;-29;408.0;1,7 %;-31
FDP;223;0,9 %;-23;154.0;0,6 %;-31
Tierschutzpartei;639;2,6 %;+26;429.0;1,8 %;-06
Plus;-;-;-;133.0;0,5 %;-05
BSW;-;-;-;3.565;14,6 %;+146
III. Weg;-;-;-;33.0;0,1 %;+01
DKP;-;-;-;16.0;0,1 %;+01
DLW;-;-;-;93.0;0,4 %;+04
WU;-;-;-;56.0;0,2 %;+02
