Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;257;-;-;257;-;-
Wählende;134;52,1 %;-17;134;52,1 %;-17
Ungültige Stimmen;1;0,7 %;-17;1;0,7 %;-12
Gültige Stimmen;133;99,3 %;+17;133;99,3 %;+12
SPD;24;18,0 %;-121;22;16,5 %;-116
AfD;86;64,7 %;+349;70;52,6 %;+223
CDU;13;9,8 %;-04;8;6,0 %;-36
GRÜNE/B 90;0;0,0 %;-54;0;0,0 %;-62
DIE LINKE;4;3,0 %;-120;2;1,5 %;-131
BVB / FREIE WÄHLER;6;4,5 %;-25;1;0,8 %;-51
FDP;0;0,0 %;-25;0;0,0 %;-16
Tierschutzpartei;-;-;-;1;0,8 %;-17
Plus;-;-;-;3;2,3 %;+15
BSW;-;-;-;26;19,5 %;+195
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;0;0,0 %;00
WU;-;-;-;0;0,0 %;00
