Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;424;-;-;424;-;-
Wählende;200;47,2 %;-;200;47,2 %;-
Ungültige Stimmen;6;3,0 %;-;2;1,0 %;-
Gültige Stimmen;194;97,0 %;-;198;99,0 %;-
SPD;56;28,9 %;-;51;25,8 %;-
AfD;100;51,5 %;-;94;47,5 %;-
CDU;14;7,2 %;-;12;6,1 %;-
GRÜNE/B 90;0;0,0 %;-;3;1,5 %;-
DIE LINKE;17;8,8 %;-;3;1,5 %;-
BVB / FREIE WÄHLER;7;3,6 %;-;0;0,0 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;2;1,0 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;30;15,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;3;1,5 %;-
WU;-;-;-;0;0,0 %;-
