Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;191;-;-;191;-;-
Wählende;137;71,7 %;-;137;71,7 %;-
Ungültige Stimmen;5;3,6 %;-;1;0,7 %;-
Gültige Stimmen;132;96,4 %;-;136;99,3 %;-
SPD;25;18,9 %;-;21;15,4 %;-
AfD;51;38,6 %;-;48;35,3 %;-
CDU;39;29,5 %;-;32;23,5 %;-
GRÜNE/B 90;0;0,0 %;-;0;0,0 %;-
DIE LINKE;6;4,5 %;-;1;0,7 %;-
BVB / FREIE WÄHLER;4;3,0 %;-;3;2,2 %;-
FDP;1;0,8 %;-;1;0,7 %;-
Tierschutzpartei;-;-;-;3;2,2 %;-
Plus;3;2,3 %;-;0;0,0 %;-
BSW;-;-;-;25;18,4 %;-
III. Weg;1;0,8 %;-;1;0,7 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,7 %;-
WU;-;-;-;0;0,0 %;-
EB Mießner;2;1,5 %;-;-;-;-
