Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;222;-;-;222;-;-
Wählende;134;60,4 %;-;134;60,4 %;-
Ungültige Stimmen;0;0,0 %;-;0;0,0 %;-
Gültige Stimmen;134;100,0 %;-;134;100,0 %;-
SPD;56;41,8 %;-;41;30,6 %;-
AfD;62;46,3 %;-;70;52,2 %;-
CDU;5;3,7 %;-;3;2,2 %;-
GRÜNE/B 90;3;2,2 %;-;3;2,2 %;-
DIE LINKE;2;1,5 %;-;1;0,7 %;-
BVB / FREIE WÄHLER;5;3,7 %;-;5;3,7 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;1;0,7 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;10;7,5 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
Die PARTEI;1;0,7 %;-;-;-;-
