Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.076;-;-;1.076;-;-
Wählende;443;41,2 %;-;443.0;41,2 %;-
Ungültige Stimmen;9;2,0 %;-;10.0;2,3 %;-
Gültige Stimmen;434;98,0 %;-;433.0;97,7 %;-
SPD;107;24,7 %;-;107.0;24,7 %;-
AfD;218;50,2 %;-;198.0;45,7 %;-
CDU;34;7,8 %;-;25.0;5,8 %;-
GRÜNE/B 90;11;2,5 %;-;14.0;3,2 %;-
DIE LINKE;35;8,1 %;-;19.0;4,4 %;-
BVB / FREIE WÄHLER;25;5,8 %;-;12.0;2,8 %;-
FDP;4;0,9 %;-;1.0;0,2 %;-
Tierschutzpartei;-;-;-;12.0;2,8 %;-
Plus;-;-;-;1.0;0,2 %;-
BSW;-;-;-;41.0;9,5 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;2.0;0,5 %;-
WU;-;-;-;1.0;0,2 %;-
