Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0.0;-;-
Wählende;1.333;-;-;1.333;-;-
Ungültige Stimmen;19;1,4 %;-;5.0;0,4 %;-
Gültige Stimmen;1.314;98,6 %;-;1.328;99,6 %;-
SPD;508;38,7 %;-;491.0;37,0 %;-
AfD;174;13,2 %;-;142.0;10,7 %;-
CDU;269;20,5 %;-;232.0;17,5 %;-
GRÜNE/B 90;98;7,5 %;-;108.0;8,1 %;-
DIE LINKE;95;7,2 %;-;45.0;3,4 %;-
BVB / FREIE WÄHLER;90;6,8 %;-;36.0;2,7 %;-
FDP;26;2,0 %;-;20.0;1,5 %;-
Tierschutzpartei;-;-;-;18.0;1,4 %;-
Plus;54;4,1 %;-;22.0;1,7 %;-
BSW;-;-;-;207.0;15,6 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;3.0;0,2 %;-
DLW;-;-;-;3.0;0,2 %;-
WU;-;-;-;1.0;0,1 %;-
