Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;3.396;-;-;3.396;-;-
Wählende;2.371;69,8 %;+102;2.371;69,8 %;+102
Ungültige Stimmen;31;1,3 %;+02;27.0;1,1 %;+02
Gültige Stimmen;2.340;98,7 %;-02;2.344;98,9 %;-02
SPD;658;28,1 %;-47;635.0;27,1 %;-34
AfD;823;35,2 %;+145;775.0;33,1 %;+101
CDU;505;21,6 %;-01;387.0;16,5 %;-45
GRÜNE/B 90;32;1,4 %;-37;40.0;1,7 %;-43
DIE LINKE;135;5,8 %;-43;68.0;2,9 %;-52
BVB / FREIE WÄHLER;126;5,4 %;-12;56.0;2,4 %;-27
FDP;10;0,4 %;-26;9.0;0,4 %;-33
Tierschutzpartei;-;-;-;27.0;1,2 %;-05
Plus;-;-;-;10.0;0,4 %;-05
BSW;-;-;-;295.0;12,6 %;+126
III. Weg;51;2,2 %;+22;28.0;1,2 %;+12
DKP;-;-;-;1.0;0,0 %;+00
DLW;-;-;-;9.0;0,4 %;+04
WU;-;-;-;4.0;0,2 %;+02
