Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;138;-;-;138;-;-
Wählende;106;76,8 %;-;106;76,8 %;-
Ungültige Stimmen;0;0,0 %;-;1;0,9 %;-
Gültige Stimmen;106;100,0 %;-;105;99,1 %;-
SPD;23;21,7 %;-;20;19,0 %;-
AfD;38;35,8 %;-;37;35,2 %;-
CDU;30;28,3 %;-;18;17,1 %;-
GRÜNE/B 90;1;0,9 %;-;1;1,0 %;-
DIE LINKE;-;-;-;2;1,9 %;-
BVB / FREIE WÄHLER;12;11,3 %;-;6;5,7 %;-
FDP;2;1,9 %;-;2;1,9 %;-
Tierschutzpartei;-;-;-;3;2,9 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;15;14,3 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;1,0 %;-
WU;-;-;-;0;0,0 %;-
