Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;269;-;-;269;-;-
Wählende;165;61,3 %;-;165;61,3 %;-
Ungültige Stimmen;2;1,2 %;-;3;1,8 %;-
Gültige Stimmen;163;98,8 %;-;162;98,2 %;-
SPD;67;41,1 %;-;58;35,8 %;-
AfD;59;36,2 %;-;50;30,9 %;-
CDU;12;7,4 %;-;12;7,4 %;-
GRÜNE/B 90;0;0,0 %;-;1;0,6 %;-
DIE LINKE;7;4,3 %;-;4;2,5 %;-
BVB / FREIE WÄHLER;8;4,9 %;-;3;1,9 %;-
FDP;4;2,5 %;-;2;1,2 %;-
Tierschutzpartei;-;-;-;1;0,6 %;-
Plus;-;-;-;1;0,6 %;-
BSW;-;-;-;27;16,7 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;6;3,7 %;-;3;1,9 %;-
WU;-;-;-;0;0,0 %;-
