Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;375;-;-;375;-;-
Wählende;188;50,1 %;-;188;50,1 %;-
Ungültige Stimmen;13;6,9 %;-;4;2,1 %;-
Gültige Stimmen;175;93,1 %;-;184;97,9 %;-
SPD;73;41,7 %;-;65;35,3 %;-
AfD;-;-;-;62;33,7 %;-
CDU;12;6,9 %;-;14;7,6 %;-
GRÜNE/B 90;1;0,6 %;-;5;2,7 %;-
DIE LINKE;16;9,1 %;-;7;3,8 %;-
BVB / FREIE WÄHLER;24;13,7 %;-;1;0,5 %;-
FDP;3;1,7 %;-;1;0,5 %;-
Tierschutzpartei;-;-;-;4;2,2 %;-
Plus;-;-;-;2;1,1 %;-
BSW;-;-;-;22;12,0 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,5 %;-
WU;-;-;-;0;0,0 %;-
EB Raue;46;26,3 %;-;-;-;-
