Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;628;-;-;628;-;-
Ungültige Stimmen;9;1,4 %;-;3;0,5 %;-
Gültige Stimmen;619;98,6 %;-;625;99,5 %;-
SPD;221;35,7 %;-;186;29,8 %;-
AfD;105;17,0 %;-;96;15,4 %;-
CDU;146;23,6 %;-;122;19,5 %;-
GRÜNE/B 90;35;5,7 %;-;34;5,4 %;-
DIE LINKE;31;5,0 %;-;22;3,5 %;-
BVB / FREIE WÄHLER;33;5,3 %;-;21;3,4 %;-
FDP;23;3,7 %;-;22;3,5 %;-
Tierschutzpartei;-;-;-;12;1,9 %;-
Plus;13;2,1 %;-;13;2,1 %;-
BSW;-;-;-;90;14,4 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,2 %;-
DLW;-;-;-;4;0,6 %;-
WU;-;-;-;2;0,3 %;-
EB Müller;12;1,9 %;-;-;-;-
