Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;4.863;-;-;4.863;-;-
Wählende;3.485;71,7 %;+61;3.485;71,7 %;+61
Ungültige Stimmen;33;0,9 %;-16;19.0;0,5 %;-21
Gültige Stimmen;3.452;99,1 %;+16;3.466;99,5 %;+21
SPD;978;28,3 %;+85;939.0;27,1 %;+15
AfD;1.213;35,1 %;+104;1.124;32,4 %;+58
CDU;609;17,6 %;-32;448.0;12,9 %;-64
GRÜNE/B 90;64;1,9 %;-123;113.0;3,3 %;-62
DIE LINKE;145;4,2 %;-35;116.0;3,3 %;-48
BVB / FREIE WÄHLER;159;4,6 %;+20;69.0;2,0 %;-06
FDP;33;1,0 %;-08;18.0;0,5 %;-16
Tierschutzpartei;251;7,3 %;+73;102.0;2,9 %;-09
Plus;-;-;-34;17.0;0,5 %;-17
BSW;-;-;-;502.0;14,5 %;+145
III. Weg;-;-;-;3.0;0,1 %;+01
DKP;-;-;-;2.0;0,1 %;+01
DLW;-;-;-;8.0;0,2 %;+02
WU;-;-;-;5.0;0,1 %;+01
