Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;913;-;-;913;-;-
Wählende;506;55,4 %;-;506;55,4 %;-
Ungültige Stimmen;9;1,8 %;-;4;0,8 %;-
Gültige Stimmen;497;98,2 %;-;502;99,2 %;-
SPD;132;26,6 %;-;133;26,5 %;-
AfD;253;50,9 %;-;231;46,0 %;-
CDU;55;11,1 %;-;48;9,6 %;-
GRÜNE/B 90;6;1,2 %;-;7;1,4 %;-
DIE LINKE;9;1,8 %;-;5;1,0 %;-
BVB / FREIE WÄHLER;24;4,8 %;-;7;1,4 %;-
FDP;1;0,2 %;-;1;0,2 %;-
Tierschutzpartei;-;-;-;4;0,8 %;-
Plus;4;0,8 %;-;1;0,2 %;-
BSW;-;-;-;64;12,7 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;1;0,2 %;-
EB Gliese;13;2,6 %;-;-;-;-
