Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;137;-;-;137;-;-
Wählende;98;71,5 %;-;98;71,5 %;-
Ungültige Stimmen;3;3,1 %;-;1;1,0 %;-
Gültige Stimmen;95;96,9 %;-;97;99,0 %;-
SPD;30;31,6 %;-;27;27,8 %;-
AfD;30;31,6 %;-;28;28,9 %;-
CDU;8;8,4 %;-;5;5,2 %;-
GRÜNE/B 90;0;0,0 %;-;3;3,1 %;-
DIE LINKE;6;6,3 %;-;2;2,1 %;-
BVB / FREIE WÄHLER;15;15,8 %;-;8;8,2 %;-
FDP;2;2,1 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;1;1,0 %;-
Plus;-;-;-;1;1,0 %;-
BSW;-;-;-;22;22,7 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;4;4,2 %;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
