Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;232;-;-;232;-;-
Wählende;163;70,3 %;-;163;70,3 %;-
Ungültige Stimmen;1;0,6 %;-;1;0,6 %;-
Gültige Stimmen;162;99,4 %;-;162;99,4 %;-
SPD;27;16,7 %;-;22;13,6 %;-
AfD;96;59,3 %;-;88;54,3 %;-
CDU;25;15,4 %;-;17;10,5 %;-
GRÜNE/B 90;0;0,0 %;-;1;0,6 %;-
DIE LINKE;5;3,1 %;-;0;0,0 %;-
BVB / FREIE WÄHLER;7;4,3 %;-;3;1,9 %;-
FDP;1;0,6 %;-;1;0,6 %;-
Tierschutzpartei;-;-;-;1;0,6 %;-
Plus;-;-;-;1;0,6 %;-
BSW;-;-;-;27;16,7 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,6 %;-
WU;-;-;-;0;0,0 %;-
EB Hoffmann;1;0,6 %;-;-;-;-
