Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;801;-;-;801;-;-
Ungültige Stimmen;6;0,7 %;-;4;0,5 %;-
Gültige Stimmen;795;99,3 %;-;797;99,5 %;-
SPD;274;34,5 %;-;254;31,9 %;-
AfD;94;11,8 %;-;93;11,7 %;-
CDU;163;20,5 %;-;127;15,9 %;-
GRÜNE/B 90;109;13,7 %;-;115;14,4 %;-
DIE LINKE;51;6,4 %;-;46;5,8 %;-
BVB / FREIE WÄHLER;28;3,5 %;-;18;2,3 %;-
FDP;19;2,4 %;-;10;1,3 %;-
Tierschutzpartei;-;-;-;16;2,0 %;-
Plus;43;5,4 %;-;31;3,9 %;-
BSW;-;-;-;84;10,5 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,1 %;-
WU;-;-;-;2;0,3 %;-
EB Müller;14;1,8 %;-;-;-;-
