Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;874;-;-;874;-;-
Wählende;480;54,9 %;-;480;54,9 %;-
Ungültige Stimmen;6;1,2 %;-;6;1,2 %;-
Gültige Stimmen;474;98,8 %;-;474;98,8 %;-
SPD;157;33,1 %;-;123;25,9 %;-
AfD;177;37,3 %;-;155;32,7 %;-
CDU;56;11,8 %;-;48;10,1 %;-
GRÜNE/B 90;17;3,6 %;-;31;6,5 %;-
DIE LINKE;30;6,3 %;-;12;2,5 %;-
BVB / FREIE WÄHLER;23;4,9 %;-;6;1,3 %;-
FDP;14;3,0 %;-;2;0,4 %;-
Tierschutzpartei;-;-;-;9;1,9 %;-
Plus;-;-;-;5;1,1 %;-
BSW;-;-;-;78;16,5 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,2 %;-
DLW;-;-;-;2;0,4 %;-
WU;-;-;-;2;0,4 %;-
