Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;510;-;-;510;-;-
Ungültige Stimmen;5;1,0 %;-05;2;0,4 %;-06
Gültige Stimmen;505;99,0 %;+05;508;99,6 %;+06
SPD;190;37,6 %;+92;197;38,8 %;+63
AfD;130;25,7 %;+115;110;21,7 %;+61
CDU;87;17,2 %;+19;70;13,8 %;-14
GRÜNE/B 90;5;1,0 %;-34;3;0,6 %;-56
DIE LINKE;40;7,9 %;-221;12;2,4 %;-188
BVB / FREIE WÄHLER;41;8,1 %;+25;7;1,4 %;-27
FDP;4;0,8 %;-12;3;0,6 %;-23
Tierschutzpartei;-;-;-;6;1,2 %;+03
Plus;-;-;-;3;0,6 %;-03
BSW;-;-;-;90;17,7 %;+177
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;1;0,2 %;+02
DLW;8;1,6 %;+16;4;0,8 %;+08
WU;-;-;-;2;0,4 %;+04
