Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.094;-;-;1.094;-;-
Wählende;533;48,7 %;-;533.0;48,7 %;-
Ungültige Stimmen;7;1,3 %;-;4.0;0,8 %;-
Gültige Stimmen;526;98,7 %;-;529.0;99,2 %;-
SPD;105;20,0 %;-;116.0;21,9 %;-
AfD;265;50,4 %;-;245.0;46,3 %;-
CDU;73;13,9 %;-;61.0;11,5 %;-
GRÜNE/B 90;6;1,1 %;-;7.0;1,3 %;-
DIE LINKE;40;7,6 %;-;15.0;2,8 %;-
BVB / FREIE WÄHLER;27;5,1 %;-;5.0;0,9 %;-
FDP;3;0,6 %;-;3.0;0,6 %;-
Tierschutzpartei;-;-;-;10.0;1,9 %;-
Plus;-;-;-;0.0;0,0 %;-
BSW;-;-;-;62.0;11,7 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;7;1,3 %;-;2.0;0,4 %;-
DLW;-;-;-;3.0;0,6 %;-
WU;-;-;-;0.0;0,0 %;-
