Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0.0;-;-
Wählende;1.008;-;-;1.008;-;-
Ungültige Stimmen;9;0,9 %;+03;1.0;0,1 %;-02
Gültige Stimmen;999;99,1 %;-03;1.007;99,9 %;+02
SPD;336;33,6 %;+114;347.0;34,5 %;+120
AfD;151;15,1 %;+13;139.0;13,8 %;+06
CDU;290;29,0 %;+72;214.0;21,3 %;+16
GRÜNE/B 90;87;8,7 %;-121;77.0;7,6 %;-136
DIE LINKE;39;3,9 %;-60;20.0;2,0 %;-79
BVB / FREIE WÄHLER;50;5,0 %;+09;29.0;2,9 %;-00
FDP;22;2,2 %;-14;16.0;1,6 %;-28
Tierschutzpartei;-;-;-;23.0;2,3 %;-24
Plus;24;2,4 %;+14;17.0;1,7 %;+03
BSW;-;-;-;120.0;11,9 %;+119
III. Weg;-;-;-;0.0;0,0 %;00
DKP;-;-;-;0.0;0,0 %;00
DLW;-;-;-;2.0;0,2 %;+02
WU;-;-;-;3.0;0,3 %;+03
