Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;810;-;-;810;-;-
Ungültige Stimmen;8;1,0 %;-;3;0,4 %;-
Gültige Stimmen;802;99,0 %;-;807;99,6 %;-
SPD;242;30,2 %;-;242;30,0 %;-
AfD;129;16,1 %;-;114;14,1 %;-
CDU;127;15,8 %;-;107;13,3 %;-
GRÜNE/B 90;49;6,1 %;-;51;6,3 %;-
DIE LINKE;67;8,4 %;-;27;3,3 %;-
BVB / FREIE WÄHLER;170;21,2 %;-;74;9,2 %;-
FDP;8;1,0 %;-;7;0,9 %;-
Tierschutzpartei;-;-;-;17;2,1 %;-
Plus;-;-;-;9;1,1 %;-
BSW;-;-;-;153;19,0 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,2 %;-
WU;-;-;-;4;0,5 %;-
dieBasis;6;0,7 %;-;-;-;-
EB Link;4;0,5 %;-;-;-;-
