Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;713;-;-;713;-;-
Wählende;344;48,2 %;-;344;48,2 %;-
Ungültige Stimmen;5;1,5 %;-;3;0,9 %;-
Gültige Stimmen;339;98,5 %;-;341;99,1 %;-
SPD;101;29,8 %;-;83;24,3 %;-
AfD;151;44,5 %;-;137;40,2 %;-
CDU;49;14,5 %;-;40;11,7 %;-
GRÜNE/B 90;3;0,9 %;-;7;2,1 %;-
DIE LINKE;15;4,4 %;-;10;2,9 %;-
BVB / FREIE WÄHLER;14;4,1 %;-;5;1,5 %;-
FDP;3;0,9 %;-;6;1,8 %;-
Tierschutzpartei;-;-;-;6;1,8 %;-
Plus;-;-;-;1;0,3 %;-
BSW;-;-;-;40;11,7 %;-
III. Weg;-;-;-;1;0,3 %;-
DKP;-;-;-;0;0,0 %;-
DLW;3;0,9 %;-;3;0,9 %;-
WU;-;-;-;2;0,6 %;-
