Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;491;-;-;491;-;-
Wählende;297;60,5 %;+39;297;60,5 %;+39
Ungültige Stimmen;3;1,0 %;-07;4;1,3 %;+03
Gültige Stimmen;294;99,0 %;+07;293;98,7 %;-03
SPD;102;34,7 %;+46;91;31,1 %;-05
AfD;112;38,1 %;+133;107;36,5 %;+119
CDU;44;15,0 %;-57;33;11,3 %;-71
GRÜNE/B 90;3;1,0 %;-46;9;3,1 %;-46
DIE LINKE;8;2,7 %;-78;4;1,4 %;-42
BVB / FREIE WÄHLER;13;4,4 %;+09;5;1,7 %;-14
FDP;3;1,0 %;-39;2;0,7 %;-63
Tierschutzpartei;-;-;-;6;2,0 %;-00
Plus;-;-;-;1;0,3 %;+03
BSW;-;-;-;31;10,6 %;+106
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;9;3,1 %;+31;4;1,4 %;+14
WU;-;-;-;0;0,0 %;00
