Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;857;-;-;857;-;-
Wählende;523;61,0 %;-00;523;61,0 %;-00
Ungültige Stimmen;9;1,7 %;-08;6;1,1 %;-12
Gültige Stimmen;514;98,3 %;+08;517;98,9 %;+12
SPD;102;19,8 %;+84;102;19,7 %;+42
AfD;261;50,8 %;+178;239;46,2 %;+88
CDU;97;18,9 %;-213;78;15,1 %;-113
GRÜNE/B 90;3;0,6 %;-22;8;1,5 %;-20
DIE LINKE;17;3,3 %;-03;9;1,7 %;-18
BVB / FREIE WÄHLER;26;5,1 %;+02;7;1,4 %;-22
FDP;8;1,6 %;-26;3;0,6 %;-56
Tierschutzpartei;-;-;-;4;0,8 %;-05
Plus;-;-;-;2;0,4 %;-19
BSW;-;-;-;55;10,6 %;+106
III. Weg;-;-;-;2;0,4 %;+04
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;7;1,4 %;+14
WU;-;-;-;1;0,2 %;+02
