Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.163;-;-;1.163;-;-
Wählende;614;52,8 %;-;614.0;52,8 %;-
Ungültige Stimmen;8;1,3 %;-;6.0;1,0 %;-
Gültige Stimmen;606;98,7 %;-;608.0;99,0 %;-
SPD;184;30,4 %;-;166.0;27,3 %;-
AfD;277;45,7 %;-;262.0;43,1 %;-
CDU;82;13,5 %;-;63.0;10,4 %;-
GRÜNE/B 90;1;0,2 %;-;15.0;2,5 %;-
DIE LINKE;24;4,0 %;-;10.0;1,6 %;-
BVB / FREIE WÄHLER;29;4,8 %;-;13.0;2,1 %;-
FDP;2;0,3 %;-;3.0;0,5 %;-
Tierschutzpartei;-;-;-;4.0;0,7 %;-
Plus;-;-;-;2.0;0,3 %;-
BSW;-;-;-;68.0;11,2 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;7;1,2 %;-;2.0;0,3 %;-
WU;-;-;-;0.0;0,0 %;-
