Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;719;-;-;719;-;-
Wählende;294;40,9 %;-;294;40,9 %;-
Ungültige Stimmen;7;2,4 %;-;7;2,4 %;-
Gültige Stimmen;287;97,6 %;-;287;97,6 %;-
SPD;91;31,7 %;-;73;25,4 %;-
AfD;116;40,4 %;-;102;35,5 %;-
CDU;30;10,5 %;-;23;8,0 %;-
GRÜNE/B 90;7;2,4 %;-;11;3,8 %;-
DIE LINKE;16;5,6 %;-;6;2,1 %;-
BVB / FREIE WÄHLER;22;7,7 %;-;10;3,5 %;-
FDP;5;1,7 %;-;3;1,0 %;-
Tierschutzpartei;-;-;-;11;3,8 %;-
Plus;-;-;-;5;1,7 %;-
BSW;-;-;-;39;13,6 %;-
III. Weg;-;-;-;2;0,7 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,3 %;-
WU;-;-;-;1;0,3 %;-
