Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;799;-;-;799;-;-
Ungültige Stimmen;5;0,6 %;-;6;0,8 %;-
Gültige Stimmen;794;99,4 %;-;793;99,2 %;-
SPD;218;27,5 %;-;268;33,8 %;-
AfD;153;19,3 %;-;149;18,8 %;-
CDU;147;18,5 %;-;121;15,3 %;-
GRÜNE/B 90;33;4,2 %;-;34;4,3 %;-
DIE LINKE;17;2,1 %;-;9;1,1 %;-
BVB / FREIE WÄHLER;212;26,7 %;-;66;8,3 %;-
FDP;9;1,1 %;-;11;1,4 %;-
Tierschutzpartei;-;-;-;20;2,5 %;-
Plus;-;-;-;11;1,4 %;-
BSW;-;-;-;97;12,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;0;0,0 %;-;1;0,1 %;-
DLW;-;-;-;4;0,5 %;-
WU;-;-;-;2;0,3 %;-
EB Schamberger;5;0,6 %;-;-;-;-
