Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;949;-;-;949;-;-
Wählende;507;53,4 %;-;507;53,4 %;-
Ungültige Stimmen;6;1,2 %;-;6;1,2 %;-
Gültige Stimmen;501;98,8 %;-;501;98,8 %;-
SPD;138;27,5 %;-;137;27,3 %;-
AfD;214;42,7 %;-;196;39,1 %;-
CDU;63;12,6 %;-;52;10,4 %;-
GRÜNE/B 90;7;1,4 %;-;18;3,6 %;-
DIE LINKE;11;2,2 %;-;10;2,0 %;-
BVB / FREIE WÄHLER;55;11,0 %;-;20;4,0 %;-
FDP;9;1,8 %;-;11;2,2 %;-
Tierschutzpartei;-;-;-;9;1,8 %;-
Plus;2;0,4 %;-;2;0,4 %;-
BSW;-;-;-;40;8,0 %;-
III. Weg;2;0,4 %;-;1;0,2 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;3;0,6 %;-
WU;-;-;-;2;0,4 %;-
