Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.347;-;-;1.347;-;-
Wählende;638;47,4 %;-;638;47,4 %;-
Ungültige Stimmen;8;1,3 %;-;5;0,8 %;-
Gültige Stimmen;630;98,7 %;-;633;99,2 %;-
SPD;228;36,2 %;-;198;31,3 %;-
AfD;250;39,7 %;-;228;36,0 %;-
CDU;88;14,0 %;-;85;13,4 %;-
GRÜNE/B 90;7;1,1 %;-;8;1,3 %;-
DIE LINKE;22;3,5 %;-;17;2,7 %;-
BVB / FREIE WÄHLER;18;2,9 %;-;10;1,6 %;-
FDP;6;1,0 %;-;1;0,2 %;-
Tierschutzpartei;-;-;-;5;0,8 %;-
Plus;4;0,6 %;-;1;0,2 %;-
BSW;-;-;-;77;12,2 %;-
III. Weg;3;0,5 %;-;1;0,2 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,3 %;-
WU;-;-;-;0;0,0 %;-
EB Mießner;4;0,6 %;-;-;-;-
