Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;938;-;-;938;-;-
Wählende;453;48,3 %;-;453;48,3 %;-
Ungültige Stimmen;11;2,4 %;-;4;0,9 %;-
Gültige Stimmen;442;97,6 %;-;449;99,1 %;-
SPD;135;30,5 %;-;144;32,1 %;-
AfD;163;36,9 %;-;138;30,7 %;-
CDU;86;19,5 %;-;60;13,4 %;-
GRÜNE/B 90;4;0,9 %;-;7;1,6 %;-
DIE LINKE;14;3,2 %;-;8;1,8 %;-
BVB / FREIE WÄHLER;25;5,7 %;-;6;1,3 %;-
FDP;15;3,4 %;-;2;0,4 %;-
Tierschutzpartei;-;-;-;14;3,1 %;-
Plus;-;-;-;1;0,2 %;-
BSW;-;-;-;62;13,8 %;-
III. Weg;-;-;-;1;0,2 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;6;1,3 %;-
WU;-;-;-;0;0,0 %;-
