Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;779;-;-;779;-;-
Wählende;336;43,1 %;-;336;43,1 %;-
Ungültige Stimmen;4;1,2 %;-;6;1,8 %;-
Gültige Stimmen;332;98,8 %;-;330;98,2 %;-
SPD;87;26,2 %;-;99;30,0 %;-
AfD;137;41,3 %;-;119;36,1 %;-
CDU;38;11,4 %;-;34;10,3 %;-
GRÜNE/B 90;5;1,5 %;-;0;0,0 %;-
DIE LINKE;24;7,2 %;-;12;3,6 %;-
BVB / FREIE WÄHLER;35;10,5 %;-;8;2,4 %;-
FDP;6;1,8 %;-;1;0,3 %;-
Tierschutzpartei;-;-;-;12;3,6 %;-
Plus;-;-;-;2;0,6 %;-
BSW;-;-;-;41;12,4 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,3 %;-
WU;-;-;-;1;0,3 %;-
