Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;774;-;-;774;-;-
Wählende;388;50,1 %;-;388;50,1 %;-
Ungültige Stimmen;2;0,5 %;-;4;1,0 %;-
Gültige Stimmen;386;99,5 %;-;384;99,0 %;-
SPD;193;50,0 %;-;149;38,8 %;-
AfD;111;28,8 %;-;107;27,9 %;-
CDU;37;9,6 %;-;40;10,4 %;-
GRÜNE/B 90;9;2,3 %;-;32;8,3 %;-
DIE LINKE;16;4,1 %;-;7;1,8 %;-
BVB / FREIE WÄHLER;12;3,1 %;-;7;1,8 %;-
FDP;6;1,6 %;-;4;1,0 %;-
Tierschutzpartei;-;-;-;5;1,3 %;-
Plus;-;-;-;1;0,3 %;-
BSW;-;-;-;27;7,0 %;-
III. Weg;-;-;-;1;0,3 %;-
DKP;2;0,5 %;-;0;0,0 %;-
DLW;-;-;-;3;0,8 %;-
WU;-;-;-;1;0,3 %;-
