Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;229;-;-;229;-;-
Wählende;131;57,2 %;-;131;57,2 %;-
Ungültige Stimmen;3;2,3 %;-;2;1,5 %;-
Gültige Stimmen;128;97,7 %;-;129;98,5 %;-
SPD;45;35,2 %;-;38;29,5 %;-
AfD;38;29,7 %;-;39;30,2 %;-
CDU;17;13,3 %;-;11;8,5 %;-
GRÜNE/B 90;0;0,0 %;-;10;7,8 %;-
DIE LINKE;15;11,7 %;-;5;3,9 %;-
BVB / FREIE WÄHLER;12;9,4 %;-;3;2,3 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;2;1,6 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;21;16,3 %;-
III. Weg;1;0,8 %;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
