Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.157;-;-;1.157;-;-
Wählende;531;45,9 %;-;531.0;45,9 %;-
Ungültige Stimmen;4;0,8 %;-;3.0;0,6 %;-
Gültige Stimmen;527;99,2 %;-;528.0;99,4 %;-
SPD;214;40,6 %;-;194.0;36,7 %;-
AfD;145;27,5 %;-;144.0;27,3 %;-
CDU;106;20,1 %;-;66.0;12,5 %;-
GRÜNE/B 90;25;4,7 %;-;57.0;10,8 %;-
DIE LINKE;14;2,7 %;-;9.0;1,7 %;-
BVB / FREIE WÄHLER;10;1,9 %;-;3.0;0,6 %;-
FDP;13;2,5 %;-;7.0;1,3 %;-
Tierschutzpartei;-;-;-;9.0;1,7 %;-
Plus;-;-;-;2.0;0,4 %;-
BSW;-;-;-;32.0;6,1 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;1.0;0,2 %;-
DLW;-;-;-;1.0;0,2 %;-
WU;-;-;-;3.0;0,6 %;-
