Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;472;-;-;472;-;-
Wählende;264;55,9 %;-16;264;55,9 %;-16
Ungültige Stimmen;4;1,5 %;-18;3;1,1 %;-19
Gültige Stimmen;260;98,5 %;+18;261;98,9 %;+19
SPD;56;21,5 %;-76;64;24,5 %;-11
AfD;147;56,5 %;+242;130;49,8 %;+142
CDU;27;10,4 %;-70;14;5,4 %;-109
GRÜNE/B 90;3;1,2 %;-44;2;0,8 %;-48
DIE LINKE;6;2,3 %;-78;3;1,1 %;-82
BVB / FREIE WÄHLER;19;7,3 %;+45;5;1,9 %;-26
FDP;2;0,8 %;-20;2;0,8 %;-10
Tierschutzpartei;-;-;-;5;1,9 %;+12
Plus;-;-;-;1;0,4 %;+00
BSW;-;-;-;35;13,4 %;+134
III. Weg;0;0,0 %;00;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;0;0,0 %;00
WU;-;-;-;0;0,0 %;00
