Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;221;-;-;221;-;-
Wählende;156;70,6 %;-;156;70,6 %;-
Ungültige Stimmen;3;1,9 %;-;3;1,9 %;-
Gültige Stimmen;153;98,1 %;-;153;98,1 %;-
SPD;36;23,5 %;-;26;17,0 %;-
AfD;82;53,6 %;-;81;52,9 %;-
CDU;8;5,2 %;-;9;5,9 %;-
GRÜNE/B 90;1;0,7 %;-;0;0,0 %;-
DIE LINKE;6;3,9 %;-;3;2,0 %;-
BVB / FREIE WÄHLER;9;5,9 %;-;4;2,6 %;-
FDP;2;1,3 %;-;1;0,7 %;-
Tierschutzpartei;-;-;-;2;1,3 %;-
Plus;3;2,0 %;-;2;1,3 %;-
BSW;-;-;-;16;10,5 %;-
III. Weg;3;2,0 %;-;4;2,6 %;-
DKP;-;-;-;1;0,7 %;-
DLW;-;-;-;4;2,6 %;-
WU;-;-;-;0;0,0 %;-
EB Mießner;3;2,0 %;-;-;-;-
