Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;965;-;-;965;-;-
Wählende;526;54,5 %;-;526;54,5 %;-
Ungültige Stimmen;8;1,5 %;-;3;0,6 %;-
Gültige Stimmen;518;98,5 %;-;523;99,4 %;-
SPD;228;44,0 %;-;197;37,7 %;-
AfD;141;27,2 %;-;131;25,0 %;-
CDU;72;13,9 %;-;49;9,4 %;-
GRÜNE/B 90;14;2,7 %;-;33;6,3 %;-
DIE LINKE;34;6,6 %;-;18;3,4 %;-
BVB / FREIE WÄHLER;16;3,1 %;-;7;1,3 %;-
FDP;6;1,2 %;-;1;0,2 %;-
Tierschutzpartei;-;-;-;3;0,6 %;-
Plus;-;-;-;9;1,7 %;-
BSW;-;-;-;69;13,2 %;-
III. Weg;-;-;-;1;0,2 %;-
DKP;2;0,4 %;-;0;0,0 %;-
DLW;-;-;-;2;0,4 %;-
WU;-;-;-;3;0,6 %;-
EB Schamberger;5;1,0 %;-;-;-;-
