Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;454;-;-;454;-;-
Wählende;243;53,5 %;+47;243;53,5 %;+47
Ungültige Stimmen;8;3,3 %;+19;6;2,5 %;+07
Gültige Stimmen;235;96,7 %;-19;237;97,5 %;-07
SPD;69;29,4 %;-60;64;27,0 %;-43
AfD;113;48,1 %;+251;107;45,1 %;+212
CDU;26;11,1 %;-96;20;8,4 %;-100
GRÜNE/B 90;2;0,9 %;-28;3;1,3 %;-38
DIE LINKE;11;4,7 %;-54;7;3,0 %;-90
BVB / FREIE WÄHLER;12;5,1 %;-04;7;3,0 %;-12
FDP;0;0,0 %;-18;0;0,0 %;-18
Tierschutzpartei;-;-;-;6;2,5 %;+16
Plus;1;0,4 %;+04;0;0,0 %;-23
BSW;-;-;-;21;8,9 %;+89
III. Weg;1;0,4 %;+04;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;2;0,8 %;+08
WU;-;-;-;0;0,0 %;00
EB Mießner;0;0,0 %;00;-;-;-
