Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.273;-;-;1.273;-;-
Wählende;559;43,9 %;-;559.0;43,9 %;-
Ungültige Stimmen;8;1,4 %;-;5.0;0,9 %;-
Gültige Stimmen;551;98,6 %;-;554.0;99,1 %;-
SPD;175;31,8 %;-;171.0;30,9 %;-
AfD;236;42,8 %;-;217.0;39,2 %;-
CDU;49;8,9 %;-;50.0;9,0 %;-
GRÜNE/B 90;5;0,9 %;-;10.0;1,8 %;-
DIE LINKE;14;2,5 %;-;7.0;1,3 %;-
BVB / FREIE WÄHLER;52;9,4 %;-;19.0;3,4 %;-
FDP;5;0,9 %;-;3.0;0,5 %;-
Tierschutzpartei;-;-;-;12.0;2,2 %;-
Plus;15;2,7 %;-;3.0;0,5 %;-
BSW;-;-;-;61.0;11,0 %;-
III. Weg;-;-;-;1.0;0,2 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;0.0;0,0 %;-
WU;-;-;-;0.0;0,0 %;-
