Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;447;-;-;447;-;-
Wählende;239;53,5 %;+43;239;53,5 %;+43
Ungültige Stimmen;3;1,3 %;-10;2;0,8 %;-14
Gültige Stimmen;236;98,7 %;+10;237;99,2 %;+14
SPD;83;35,2 %;+97;63;26,6 %;+07
AfD;94;39,8 %;+166;85;35,9 %;+127
CDU;18;7,6 %;-101;11;4,6 %;-117
GRÜNE/B 90;2;0,8 %;-137;11;4,6 %;-76
DIE LINKE;18;7,6 %;-56;11;4,6 %;-67
BVB / FREIE WÄHLER;16;6,8 %;+22;7;3,0 %;-07
FDP;4;1,7 %;+03;3;1,3 %;-10
Tierschutzpartei;-;-;-;4;1,7 %;-19
Plus;-;-;-;0;0,0 %;-14
BSW;-;-;-;37;15,6 %;+156
III. Weg;1;0,4 %;+04;1;0,4 %;+04
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;2;0,8 %;+08
WU;-;-;-;2;0,8 %;+08
