Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;518;-;-;518;-;-
Ungültige Stimmen;7;1,4 %;-;2;0,4 %;-
Gültige Stimmen;511;98,6 %;-;516;99,6 %;-
SPD;182;35,6 %;-;191;37,0 %;-
AfD;116;22,7 %;-;99;19,2 %;-
CDU;78;15,3 %;-;52;10,1 %;-
GRÜNE/B 90;10;2,0 %;-;6;1,2 %;-
DIE LINKE;40;7,8 %;-;19;3,7 %;-
BVB / FREIE WÄHLER;40;7,8 %;-;14;2,7 %;-
FDP;9;1,8 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;16;3,1 %;-
Plus;8;1,6 %;-;4;0,8 %;-
BSW;-;-;-;114;22,1 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;0;0,0 %;-
EB Gliese;28;5,5 %;-;-;-;-
