Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.050;-;-;1.05;-;-
Wählende;511;48,7 %;-;511.0;48,7 %;-
Ungültige Stimmen;14;2,7 %;-;10.0;2,0 %;-
Gültige Stimmen;497;97,3 %;-;501.0;98,0 %;-
SPD;170;34,2 %;-;160.0;31,9 %;-
AfD;193;38,8 %;-;182.0;36,3 %;-
CDU;60;12,1 %;-;54.0;10,8 %;-
GRÜNE/B 90;1;0,2 %;-;2.0;0,4 %;-
DIE LINKE;25;5,0 %;-;17.0;3,4 %;-
BVB / FREIE WÄHLER;27;5,4 %;-;9.0;1,8 %;-
FDP;3;0,6 %;-;1.0;0,2 %;-
Tierschutzpartei;18;3,6 %;-;11.0;2,2 %;-
Plus;-;-;-;2.0;0,4 %;-
BSW;-;-;-;55.0;11,0 %;-
III. Weg;-;-;-;2.0;0,4 %;-
DKP;-;-;-;2.0;0,4 %;-
DLW;-;-;-;2.0;0,4 %;-
WU;-;-;-;2.0;0,4 %;-
