Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;78;-;-;78;-;-
Wählende;41;52,6 %;-50;41;52,6 %;-50
Ungültige Stimmen;0;0,0 %;-34;1;2,4 %;-06
Gültige Stimmen;41;100,0 %;+34;40;97,6 %;+06
SPD;6;14,6 %;-145;6;15,0 %;-106
AfD;25;61,0 %;+287;23;57,5 %;+219
CDU;4;9,8 %;-76;3;7,5 %;-88
GRÜNE/B 90;0;0,0 %;-56;0;0,0 %;-55
DIE LINKE;1;2,4 %;-76;1;2,5 %;-68
BVB / FREIE WÄHLER;4;9,8 %;+70;1;2,5 %;-20
FDP;1;2,4 %;-03;1;2,5 %;+08
Tierschutzpartei;-;-;-;1;2,5 %;+18
Plus;-;-;-;0;0,0 %;-03
BSW;-;-;-;4;10,0 %;+100
III. Weg;0;0,0 %;00;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;0;0,0 %;00
WU;-;-;-;0;0,0 %;00
